"year";"plot";"guilds";"intraguild.type";"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI"
2019;1;"all";"mean_field";"Gryllus_bimaculatus";5,07122830811561e-36;0;6,4080695262044e-35
2019;1;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";0;0;0
2019;1;"all";"mean_field";"Lepidoptera_caterpillar";0;0;0
2019;1;"all";"mean_field";"Malachius_bipustulatus";0;0;0
2019;1;"all";"mean_field";"Mordellidae";0;0;0
2019;1;"all";"mean_field";"Oedemeridae";0;0;0
2019;1;"all";"mean_field";"Psilothrix_viridicoerulea";0;0;0
2019;1;"all";"mean_field";"Tessellana_tessellata";1;1;1
2019;1;"all";"mean_field";"Theba_pisana";0;0;0
2019;1;"all";"mean_field";"Andrena_cinerea";0;0;0
2019;1;"all";"mean_field";"Colias_croceus";0;0;0
2019;1;"all";"mean_field";"Dilophus_spp";0;0;0
2019;1;"all";"mean_field";"Empis_tesellata";0;0;0
2019;1;"all";"mean_field";"Eupeodes_corollae";0;0;0
2019;1;"all";"mean_field";"Melanopangonius_spp";0;0;0
2019;1;"all";"mean_field";"Musca_spp";0;0;0
2019;1;"all";"mean_field";"Odontomyia_spp";0;0;0
2019;1;"all";"mean_field";"Scaeva_spp";0;0;0
2019;1;"all";"mean_field";"Sphaerophoria_scripta";0;0;0
2019;1;"all";"mean_field";"BEMA";0;0;0
2019;1;"all";"mean_field";"CETE";0;0;0
2019;1;"all";"mean_field";"CHFU";0;0;0
2019;1;"all";"mean_field";"CHMI";0,0192292363530151;6,87075002146739e-35;0,0173189808835408
2019;1;"all";"mean_field";"HOMA";0;0;0
2019;1;"all";"mean_field";"LEMA";6,2192899596491e-22;0;3,07752536860483e-26
2019;1;"all";"mean_field";"MESP";0;0;0
2019;1;"all";"mean_field";"PAIN";2,5711999346354e-13;2,20669789333612e-51;2,04729150405159e-17
2019;1;"all";"mean_field";"PLCO";0;0;0
2019;1;"all";"mean_field";"POMA";0;0;0
2019;1;"all";"mean_field";"PUPA";1,53267910157158e-35;0;4,10184494902826e-38
2019;1;"all";"mean_field";"SASO";0;0;0
2019;1;"all";"mean_field";"SCLA";0;0;0
2019;1;"all";"mean_field";"SOAS";0;0;0
2019;1;"all";"mean_field";"Aelia_spp";2,16829429260558e-10;9,46113798827577e-30;2,46785072595386e-12
2019;1;"all";"mean_field";"Aiolopus_strepens";0;0;0
2019;1;"all";"mean_field";"Anthaxia_semicuprea";0;0;0
2019;1;"all";"mean_field";"Aphis_fabae";0;0;0
2019;1;"all";"mean_field";"Brassicogethes_spp";0;0;0
2019;1;"all";"mean_field";"Cantharis_coronata";1,13131486621234e-12;1,89338669663561e-35;6,81095398252174e-16
2019;1;"all";"mean_field";"Cochlicella_barbara";0;0;0
2019;1;"all";"mean_field";"Conocephalus_dorsalis";1,33477225301603e-18;0;8,38717569741793e-23
2019;1;"all";"mean_field";"Dociostaurus_jagoi";0;0;0
2019;1;"all";"mean_field";"Gryllus_bimaculatus";2,24211306049899e-32;0;2,38014423473858e-32
2019;1;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";0,00091046305588154;5,03407773869083e-25;1,22831090384615e-06
2019;1;"all";"mean_field";"Lepidoptera_caterpillar";0;0;0
2019;1;"all";"mean_field";"Malachius_bipustulatus";0;0;0
2019;1;"all";"mean_field";"Mordellidae";0;0;0
2019;1;"all";"mean_field";"Oedemeridae";0,806096771211178;2,3088472979263e-06;1
2019;1;"all";"mean_field";"Psilothrix_viridicoerulea";0;0;0
2019;1;"all";"mean_field";"Tessellana_tessellata";5,68194753575422e-33;1,49955178654955e-73;8,9156887815825e-37
2019;1;"all";"mean_field";"Theba_pisana";0;0;0
2019;1;"all";"mean_field";"Andrena_cinerea";0,173763529157138;3,1335156304428e-28;0,999997542354214
2019;1;"all";"mean_field";"Colias_croceus";0;0;0
2019;1;"all";"mean_field";"Dilophus_spp";4,56940539081334e-12;0;5,90550736898132e-12
2019;1;"all";"mean_field";"Empis_tesellata";0;0;0
2019;1;"all";"mean_field";"Eupeodes_corollae";0;0;0
2019;1;"all";"mean_field";"Melanopangonius_spp";1,10252568472988e-17;5,64856488360478e-41;6,13888506778049e-22
2019;1;"all";"mean_field";"Musca_spp";3,18013532483857e-23;3,67093828021925e-46;5,145451305953e-27
2019;1;"all";"mean_field";"Odontomyia_spp";2,52016446285087e-25;0;2,18376532839134e-29
2019;1;"all";"mean_field";"Scaeva_spp";0;0;0
2019;1;"all";"mean_field";"Sphaerophoria_scripta";6,5309263791878e-18;9,46751746507578e-72;2,6212639698759e-17
2019;2;"all";"mean_field";"BEMA";0;0;0
2019;2;"all";"mean_field";"CETE";0;0;0
2019;2;"all";"mean_field";"CHFU";0;0;0
2019;2;"all";"mean_field";"CHMI";1,15820788127996e-41;0;1,56105396710163e-40
2019;2;"all";"mean_field";"HOMA";2,35743423887274e-22;0;3,01998837293954e-21
2019;2;"all";"mean_field";"LEMA";0,234161856034501;0;0,999950913464603
2019;2;"all";"mean_field";"MESP";2,17043018616053e-37;0;1,75441921471861e-36
2019;2;"all";"mean_field";"PAIN";0;0;0
2019;2;"all";"mean_field";"PLCO";8,09218967212969e-19;0;5,56172829729742e-18
2019;2;"all";"mean_field";"POMA";0;0;0
2019;2;"all";"mean_field";"PUPA";0;0;0
2019;2;"all";"mean_field";"SASO";3,81054870989156e-26;1,29113060235613e-54;1,48922919435495e-25
2019;2;"all";"mean_field";"SCLA";0;0;0
2019;2;"all";"mean_field";"SOAS";0,0548624930338903;0;0,835870191519393
2019;2;"all";"mean_field";"Aelia_spp";0,673828707111675;8,1893945345058e-15;0,999999821872222
2019;2;"all";"mean_field";"Aiolopus_strepens";0;0;0
2019;2;"all";"mean_field";"Aphis_fabae";0;0;0
2019;2;"all";"mean_field";"Brassicogethes_spp";1,04245233537178e-15;0;1,42074596966201e-14
2019;2;"all";"mean_field";"Cantharis_coronata";0;0;0
2019;2;"all";"mean_field";"Cochlicella_barbara";4,68444496938646e-14;2,57470568090468e-24;4,54714727052932e-13
2019;2;"all";"mean_field";"Cryptocephalus_spp";0;0;0
2019;2;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";4,49810235811294e-22;3,44768531276865e-49;5,81936638398677e-21
2019;2;"all";"mean_field";"Malachius_bipustulatus";0;0;0
2019;2;"all";"mean_field";"Meligethes_spp";0;0;0
2019;2;"all";"mean_field";"Mordellidae";0,0365394019864654;0;0,40728485396711
2019;2;"all";"mean_field";"Nymphalidae_caterpillar";6,7983748697138e-36;0;6,76265402625621e-35
2019;2;"all";"mean_field";"Psilothrix_viridicoerulea";0,00060754082639411;0;0,00506003051058745
2019;2;"all";"mean_field";"Tessellana_tessellata";1,49313673102757e-28;0;1,50745259127269e-27
2019;2;"all";"mean_field";"Theba_pisana";0;0;0
2019;2;"all";"mean_field";"Andrena_cinerea";0;0;0
2019;2;"all";"mean_field";"Calliphoridae";1,00702699823153e-09;1,7722710615726e-37;8,45365779732925e-09
2019;2;"all";"mean_field";"Dilophus_spp";0;0;0
2019;2;"all";"mean_field";"Episyrphus_balteatus";0;0;0
2019;2;"all";"mean_field";"Eupeodes_corollae";0;0;0
2019;2;"all";"mean_field";"Lasioglossum_immunitum";0;0;0
2019;2;"all";"mean_field";"Musca_spp";8,57847693826182e-34;0;1,22895667211208e-32
2019;2;"all";"mean_field";"Nemotelus_spp";0;0;0
2019;2;"all";"mean_field";"BEMA";1,04182555209991e-15;2,81816326456453e-22;6,92336902302934e-15
2019;2;"all";"mean_field";"CETE";3,62779280918659e-12;0;4,92054335257396e-12
2019;2;"all";"mean_field";"CHFU";4,15064753627665e-17;2,24046347011806e-26;5,10403873769874e-16
2019;2;"all";"mean_field";"CHMI";5,29110098707112e-10;1,56461951795539e-20;2,18288206914948e-09
2019;2;"all";"mean_field";"HOMA";1,04404748076328e-11;1,47206817720381e-26;2,22492811092008e-11
2019;2;"all";"mean_field";"LEMA";1,70830054774231e-13;2,25111222733648e-26;2,05858367353731e-12
2019;2;"all";"mean_field";"MESP";3,83844252918592e-13;2,35262079308892e-20;9,41372265949781e-13
2019;2;"all";"mean_field";"PAIN";3,86808428900652e-14;1,80133604759801e-21;9,63586626982175e-14
2019;2;"all";"mean_field";"PLCO";5,46690509886635e-20;1,11836307211466e-27;2,67396486976592e-20
2019;2;"all";"mean_field";"POMA";0,00551273454761709;2,53004377356282e-11;0,00669903978385087
2019;2;"all";"mean_field";"PUPA";1,13605596197379e-07;1,52088037434161e-18;4,90487618965057e-08
2019;2;"all";"mean_field";"SASO";1,93271882820485e-06;5,37522903116666e-12;1,92563658955417e-05
2019;2;"all";"mean_field";"SCLA";0,0167556299111344;8,29655384673594e-19;0,0207041709747383
2019;2;"all";"mean_field";"SOAS";3,6145003095802e-12;8,07868487452249e-28;1,70176889992773e-11
2019;2;"all";"mean_field";"Aelia_spp";1,62481086978982e-19;4,8593854531027e-34;2,56069272706197e-18
2019;2;"all";"mean_field";"Aiolopus_strepens";7,53656484327279e-29;4,00319113358684e-38;1,56231438752539e-28
2019;2;"all";"mean_field";"Aphis_fabae";0,00198561307534045;1,04698303784513e-10;0,018839307217895
2019;2;"all";"mean_field";"Brassicogethes_spp";4,92751761604544e-14;2,17515282222921e-30;1,96267421665815e-14
2019;2;"all";"mean_field";"Cantharis_coronata";0,00084065212893021;7,50153960015102e-15;0,00369096310904633
2019;2;"all";"mean_field";"Cochlicella_barbara";0,140940433375304;4,45404762304779e-11;0,965590620559474
2019;2;"all";"mean_field";"Cryptocephalus_spp";0,00011481471054005;6,23088657098531e-16;0,0005306894591917
2019;2;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";4,72449651686751e-05;7,59507134565508e-14;0,00049038035495099
2019;2;"all";"mean_field";"Malachius_bipustulatus";4,57604065514191e-12;1,38247106328066e-20;2,37678854853944e-11
2019;2;"all";"mean_field";"Meligethes_spp";0,00010383620434657;3,93287410124628e-28;0,00010639576932099
2019;2;"all";"mean_field";"Mordellidae";0,800065736041077;6,21849166921647e-05;0,999999057288654
2019;2;"all";"mean_field";"Nymphalidae_caterpillar";2,63185931976762e-21;2,40189868603082e-35;4,53665404290746e-20
2019;2;"all";"mean_field";"Psilothrix_viridicoerulea";0,00336892328265101;5,5761427850837e-19;0,00308860279408343
2019;2;"all";"mean_field";"Tessellana_tessellata";0,00149245998950251;8,31716167805324e-10;0,0033136132023162
2019;2;"all";"mean_field";"Theba_pisana";2,69016938278329e-05;1,62338662748587e-16;5,7375895190927e-05
2019;2;"all";"mean_field";"Andrena_cinerea";6,71248168646362e-09;1,07051222743129e-15;3,25267355849548e-08
2019;2;"all";"mean_field";"Calliphoridae";8,87446887993187e-07;2,69979020125192e-12;9,82724268816854e-06
2019;2;"all";"mean_field";"Dilophus_spp";0,00100010411802921;1,04880913971296e-17;0,00062122095827683
2019;2;"all";"mean_field";"Episyrphus_balteatus";1,63580280864952e-18;4,48188956203727e-26;8,12565808258093e-18
2019;2;"all";"mean_field";"Eupeodes_corollae";7,79691950465615e-06;1,93385008989799e-14;8,83918744501214e-05
2019;2;"all";"mean_field";"Lasioglossum_immunitum";0,00069062554662424;4,35128298688232e-09;0,00469185547656591
2019;2;"all";"mean_field";"Musca_spp";0,0265157309558994;3,87184249711606e-12;0,106681782932672
2019;2;"all";"mean_field";"Nemotelus_spp";0,00052782149869633;2,27056019093399e-18;0,00203842047517977
2019;2;"all";"mean_field";"BEMA";2,28319186212945e-05;4,6697270924938e-09;0,00018222319222306
2019;2;"all";"mean_field";"CETE";0,00843496623220888;7,70354805940282e-11;0,0857339632535609
2019;2;"all";"mean_field";"CHFU";4,64159900665757e-05;2,27800717564619e-11;0,00027874501213776
2019;2;"all";"mean_field";"CHMI";1,38009221416774e-09;2,06262995080764e-12;9,62387795829403e-09
2019;2;"all";"mean_field";"HOMA";3,49187896636106e-05;1,87032892385617e-09;0,00036792842479087
2019;2;"all";"mean_field";"LEMA";1,06790404825692e-09;1,08187074527365e-17;1,02655264641711e-08
2019;2;"all";"mean_field";"MESP";6,73910477518665e-07;5,20917291091058e-10;6,12001087730291e-06
2019;2;"all";"mean_field";"PAIN";6,42211321060342e-10;4,36169570404557e-14;7,55181915409276e-09
2019;2;"all";"mean_field";"PLCO";0,161737461330549;2,07229450632361e-09;0,928656541259379
2019;2;"all";"mean_field";"POMA";0,0232395371289547;2,10332635272722e-10;0,297320302383938
2019;2;"all";"mean_field";"PUPA";5,399746738509e-15;5,62826564449512e-20;4,99138276873635e-14
2019;2;"all";"mean_field";"SASO";1,57405759435424e-05;8,10924913069098e-10;0,00014585161397742
2019;2;"all";"mean_field";"SCLA";3,1065622281461e-09;1,01362638770099e-12;3,35602702411902e-08
2019;2;"all";"mean_field";"SOAS";1,15301209827941e-05;1,0194964728416e-08;0,0001169230202939
2019;2;"all";"mean_field";"Aelia_spp";6,62353062155483e-05;5,99618302130255e-09;0,00066084485598152
2019;2;"all";"mean_field";"Aiolopus_strepens";0,0447674101501964;2,89727373447414e-07;0,530547966036518
2019;2;"all";"mean_field";"Aphis_fabae";0,00692105656243489;2,8421422043386e-09;0,0761977190821869
2019;2;"all";"mean_field";"Brassicogethes_spp";0,0208401543438826;1,90225116246607e-07;0,228600897014956
2019;2;"all";"mean_field";"Cantharis_coronata";2,10334336579407e-07;5,52714335646299e-11;2,27359414804822e-06
2019;2;"all";"mean_field";"Cochlicella_barbara";2,61621711767648e-07;3,39572307783873e-11;2,24216840500897e-06
2019;2;"all";"mean_field";"Cryptocephalus_spp";8,61935886399846e-08;2,98821492028009e-11;7,91236126408885e-07
2019;2;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";1,38441569207445e-06;4,84640215236078e-11;1,59258664119243e-05
2019;2;"all";"mean_field";"Malachius_bipustulatus";0,682854119998478;6,16995794259805e-06;0,999220240560241
2019;2;"all";"mean_field";"Meligethes_spp";0,0261372322082749;4,28453474944851e-08;0,306034658848173
2019;2;"all";"mean_field";"Mordellidae";4,81148271723298e-06;2,73907867177127e-09;4,11606301468262e-05
2019;2;"all";"mean_field";"Nymphalidae_caterpillar";2,04273824108006e-07;1,04659819311396e-12;1,7187977915129e-06
2019;2;"all";"mean_field";"Psilothrix_viridicoerulea";6,29084709554689e-10;1,57653032033046e-13;7,16124863012994e-09
2019;2;"all";"mean_field";"Tessellana_tessellata";9,80311844639965e-09;3,97588076348106e-14;1,22193798925033e-07
2019;2;"all";"mean_field";"Theba_pisana";0,00456102194167382;5,06942917438857e-09;0,0312963063413938
2019;2;"all";"mean_field";"Andrena_cinerea";2,76995638634478e-05;1,63722619009266e-12;0,00030912182308149
2019;2;"all";"mean_field";"Calliphoridae";1,77079126144273e-13;6,0726899552651e-21;2,10194503828275e-12
2019;2;"all";"mean_field";"Dilophus_spp";7,49528734907815e-07;3,80800375180105e-10;5,91138957218902e-06
2019;2;"all";"mean_field";"Episyrphus_balteatus";0,0193749071564286;2,30556142856924e-07;0,168013591420488
2019;2;"all";"mean_field";"Eupeodes_corollae";1,76039127183158e-05;3,49828353000401e-08;0,00017279658517324
2019;2;"all";"mean_field";"Lasioglossum_immunitum";3,02875479233116e-05;4,6578792676016e-11;0,00033885634843713
2019;2;"all";"mean_field";"Musca_spp";0,00060035537107513;2,40619363423457e-07;0,00608096885578346
2019;2;"all";"mean_field";"Nemotelus_spp";0,00025011545960565;1,3082461088145e-08;0,00223115187858369
2019;2;"all";"mean_field";"BEMA";0,008010009181219;6,32060076613358e-22;0,00176893245267449
2019;2;"all";"mean_field";"CETE";2,8417281558879e-19;3,76422191237811e-27;2,98713897198796e-19
2019;2;"all";"mean_field";"CHFU";0,00126365310329951;1,6875756518759e-11;0,00042809368405439
2019;2;"all";"mean_field";"CHMI";6,30043086498015e-09;2,88398870256014e-25;1,39738105478451e-09
2019;2;"all";"mean_field";"HOMA";1,38897166230107e-11;2,37991619645315e-22;2,82531358274969e-11
2019;2;"all";"mean_field";"LEMA";3,72358955761172e-18;2,26938444923929e-25;6,85255920932058e-19
2019;2;"all";"mean_field";"MESP";0,0627099374116519;3,28119178313704e-17;0,992185994558174
2019;2;"all";"mean_field";"PAIN";6,14227668795576e-14;1,1010727364025e-19;6,67600635556604e-14
2019;2;"all";"mean_field";"PLCO";3,91993630300113e-14;7,21568326278494e-25;6,20595558181084e-15
2019;2;"all";"mean_field";"POMA";1,18168165452954e-07;4,70828700648968e-16;9,36572227957605e-08
2019;2;"all";"mean_field";"PUPA";6,27751735892902e-14;6,28772130042455e-23;1,96575540161943e-14
2019;2;"all";"mean_field";"SASO";1,19543960075467e-17;5,61670964973808e-27;7,60150116175932e-18
2019;2;"all";"mean_field";"SCLA";1,76868432033982e-23;2,06891943978965e-30;6,00607832253007e-24
2019;2;"all";"mean_field";"SOAS";2,33024505599732e-08;2,95922951713772e-27;7,34659128587608e-09
2019;2;"all";"mean_field";"Aelia_spp";0,00486996764115121;2,89661937911875e-10;0,00082870957987336
2019;2;"all";"mean_field";"Aiolopus_strepens";3,51217865933479e-14;1,26505587857723e-20;5,99619307148521e-14
2019;2;"all";"mean_field";"Aphis_fabae";8,20551485955638e-13;1,26694728813134e-17;1,47426582323214e-13
2019;2;"all";"mean_field";"Brassicogethes_spp";8,59134342384447e-11;1,98238245990546e-16;3,8753595486311e-11
2019;2;"all";"mean_field";"Cantharis_coronata";0,00025395234306605;3,82011610391023e-24;0,00025946591191179
2019;2;"all";"mean_field";"Cochlicella_barbara";6,75488828931699e-14;1,78203772160315e-27;4,0056874521015e-14
2019;2;"all";"mean_field";"Cryptocephalus_spp";1,71313813314715e-06;6,95397496683128e-22;3,80478208015333e-07
2019;2;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";2,68897422107597e-18;2,22592946912598e-24;3,428510565061e-18
2019;2;"all";"mean_field";"Malachius_bipustulatus";0,625651914980889;1,5101134342008e-08;0,999998477646483
2019;2;"all";"mean_field";"Meligethes_spp";0,00301870821558714;1,31239695005476e-14;0,00161392322489557
2019;2;"all";"mean_field";"Mordellidae";1,65990084816594e-06;3,93576196820931e-28;2,12125743417608e-06
2019;2;"all";"mean_field";"Nymphalidae_caterpillar";4,56404447803441e-15;8,94486437973444e-22;8,31626036018622e-14
2019;2;"all";"mean_field";"Psilothrix_viridicoerulea";3,45656883432354e-19;8,62480232345087e-28;1,63550800083685e-19
2019;2;"all";"mean_field";"Tessellana_tessellata";0,00233108208964652;3,26721392774174e-09;0,00441351473462927
2019;2;"all";"mean_field";"Theba_pisana";0,00082991266259209;6,38873704242951e-13;0,00087037998076226
2019;2;"all";"mean_field";"Andrena_cinerea";4,44711914082654e-06;3,19984454650433e-19;3,63241955765185e-06
2019;2;"all";"mean_field";"Calliphoridae";1,17343037465075e-09;1,08597272066217e-19;1,3437145378664e-10
2019;2;"all";"mean_field";"Dilophus_spp";1,60051228398015e-25;1,70499380677424e-38;1,12801162487947e-25
2019;2;"all";"mean_field";"Episyrphus_balteatus";1,83243043620272e-12;6,22415478175046e-17;1,04586253326546e-11
2019;2;"all";"mean_field";"Eupeodes_corollae";6,46393932237034e-20;1,9077121790279e-27;1,30059209124722e-19
2019;2;"all";"mean_field";"Lasioglossum_immunitum";2,61978949049099e-14;2,0944154114294e-28;4,20764572750413e-14
2019;2;"all";"mean_field";"Musca_spp";1,00963154526665e-13;8,3441843915922e-29;9,13893275773514e-14
2019;2;"all";"mean_field";"Nemotelus_spp";0,291052893165444;3,10023573237075e-19;0,999971189670597
2019;2;"all";"mean_field";"BEMA";0;0;0
2019;2;"all";"mean_field";"CETE";0;0;0
2019;2;"all";"mean_field";"CHFU";0;0;0
2019;2;"all";"mean_field";"CHMI";0;0;0
2019;2;"all";"mean_field";"HOMA";0;0;0
2019;2;"all";"mean_field";"LEMA";9,0635843906326e-09;1,95237800476273e-29;6,60367360591166e-08
2019;2;"all";"mean_field";"MESP";0;0;0
2019;2;"all";"mean_field";"PAIN";0;0;0
2019;2;"all";"mean_field";"PLCO";0;0;0
2019;2;"all";"mean_field";"POMA";0;0;0
2019;2;"all";"mean_field";"PUPA";4,70988382842163e-26;0;1,74883153365598e-25
2019;2;"all";"mean_field";"SASO";9,37181150157753e-17;0;1,46218521540437e-15
2019;2;"all";"mean_field";"SCLA";2,66534454081983e-29;0;1,6796956273511e-28
2019;2;"all";"mean_field";"SOAS";1,40616931725291e-06;1,35245994903865e-31;5,75164248525838e-07
2019;2;"all";"mean_field";"Aelia_spp";7,80351823901513e-52;0;2,63561405334955e-51
2019;2;"all";"mean_field";"Aiolopus_strepens";1,18088835087767e-08;6,05222570879225e-26;3,4397634836245e-08
2019;2;"all";"mean_field";"Aphis_fabae";9,12516432629501e-13;3,408016201102e-43;6,70452950901184e-12
2019;2;"all";"mean_field";"Brassicogethes_spp";1,69416635039962e-63;0;5,2964354505282e-63
2019;2;"all";"mean_field";"Cantharis_coronata";0;0;0
2019;2;"all";"mean_field";"Cochlicella_barbara";0;0;0
2019;2;"all";"mean_field";"Cryptocephalus_spp";0;0;0
2019;2;"all";"mean_field";"Lasiocampa_trifolii_caterpillar";0;0;0
2019;2;"all";"mean_field";"Malachius_bipustulatus";2,34142269584414e-07;5,3541348136571e-28;1,72282511899072e-07
2019;2;"all";"mean_field";"Meligethes_spp";5,55094053136079e-24;6,69215762408135e-46;6,85456436428106e-23
2019;2;"all";"mean_field";"Mordellidae";8,69257708174844e-08;3,09992954938967e-43;2,93675111598791e-07
2019;2;"all";"mean_field";"Nymphalidae_caterpillar";0;0;0
2019;2;"all";"mean_field";"Psilothrix_viridicoerulea";1,2718906329709e-53;0;7,07580383724508e-54
2019;2;"all";"mean_field";"Tessellana_tessellata";0,70407698921756;2,47336956021744e-12;0,999999999981293
2019;2;"all";"mean_field";"Theba_pisana";0,143422921885111;2,17270152113905e-18;0,999995518432238
2019;2;"all";"mean_field";"Andrena_cinerea";0;0;0
2019;2;"all";"mean_field";"Calliphoridae";3,52657846003849e-05;3,20476130884238e-54;0,00019580780813341
2019;2;"all";"mean_field";"Dilophus_spp";2,00505619709182e-32;0;1,74224264127947e-31
2019;2;"all";"mean_field";"Episyrphus_balteatus";2,26716204302764e-11;2,1000168152646e-24;3,70436221457639e-11
2019;2;"all";"mean_field";"Eupeodes_corollae";0,0109413438168294;4,42570384093514e-42;0,00630968268970587
2019;2;"all";"mean_field";"Lasioglossum_immunitum";0,141521731162489;3,01659836292463e-12;0,998738977302991
2019;2;"all";"mean_field";"Musca_spp";2,52478107979676e-21;0;2,57109936043682e-20
2019;2;"all";"mean_field";"Nemotelus_spp";0;0;0
2019;2;"all";"mean_field";"BEMA";4,51711428929315e-17;1,00661987314346e-24;5,00215369463147e-16
2019;2;"all";"mean_field";"CETE";0,155728858107719;4,39508696687731e-13;0,944649021020183
2019;2;"all";"mean_field";"CHFU";1,8273730051108e-20;1,93637149988579e-34;1,50643587006704e-20
