"omega_mean";"omega_lowerCI";"omega_upperCI";"omega_isotropic";"isotropy_index_mean";"isotropy_index_lowerCI";"isotropy_index_upperCI";"year";"plot";"guild";"intraguild.type";"null.replicate";"null.type"
0,0614791913505997;0,0504273903587873;0,0583926978555645;0,00538433995224375;0,169830783767863;0,0302000098657816;0,355378262322015;2019;2;"plants-herbivores";"mean_field";11;"topology"
0,0715709439237066;0,0559641876387788;0,0717371627101534;0,00359702253399365;0,0736913623779463;0,00070288488567423;0,243009041125616;2019;2;"plants-herbivores";"mean_field";18;"topology"
0,064927074791836;0,0530062010011606;0,0617695648526574;0,00346473868575804;0,187594619196065;0,0336314447958696;0,450466729145457;2019;2;"plants-herbivores";"mean_field";19;"topology"
0,0513487653646947;0,0323413179256831;0,0564168023652924;0,00247231590019003;0,0585138221642203;2,7152792989661e-07;0,286482892806427;2019;2;"plants-herbivores";"mean_field";25;"topology"
0,0563027298863794;0,0452564247600287;0,0519025767208556;0,00212836911337787;0,260251269169223;0,0874776815144252;0,444880411408007;2019;2;"plants-herbivores";"mean_field";27;"topology"
0,0636953103454643;0,0534168367011893;0,0610612111748583;0,00194980814391019;0,234685333585181;0,0502271354927912;0,408809314857362;2019;2;"plants-herbivores";"mean_field";35;"topology"
0,0591645793646691;0,0507684356676128;0,0586676840063568;0,0022819438687739;0,220510488693042;0,0542257414220819;0,351020185206423;2019;2;"plants-herbivores";"mean_field";37;"topology"
0,0851401405497136;0,0688148996802001;0,0872304638559664;0,00389385600151631;0,0702601960160848;0,00113326222745179;0,313111699144421;2019;2;"plants-herbivores";"mean_field";38;"topology"
0,0568386055051443;0,0485770152967847;0,0530297966669071;0,0024521016686007;0,245072158941343;0,067763683750907;0,378434499820648;2019;2;"plants-herbivores";"mean_field";46;"topology"
0,0803698490503494;0,0688367344645529;0,0798851050115444;0,00392784502202113;0,159732968831296;0,0205324653609159;0,336436468567083;2019;2;"plants-herbivores";"mean_field";48;"topology"
0,0849526613054521;0,0764280446060934;0,0851241068555;0,00323119083179684;0,161322404865662;0,0141021566468832;0,287147734592841;2019;3;"all";"mean_field";3;"topology"
0,0887319325795322;0,0789287135885182;0,085515839090668;0,00165164968622449;0,218942579601666;0,0395191132356652;0,353253918132136;2019;3;"all";"mean_field";4;"topology"
0,0751665411625331;0,0463399942851622;0,0818975404198514;0,00105512465466917;0,0411785877315833;7,65500106320747e-09;0,152270053851571;2019;3;"all";"mean_field";6;"topology"
0,0633141614940938;0,0546775556026214;0,0646153426500419;0,00077567247865417;0,109547964212976;0,00077290594761022;0,370139524388721;2019;3;"all";"mean_field";17;"topology"
0,140221328465272;0,119521117543575;0,147593562701474;0,00085037127923383;0,0874646797401815;0,00043059420751165;0,306512869825721;2019;3;"all";"mean_field";20;"topology"
0,121135982486416;0,11028541188343;0,123569776345157;0,00105222502789958;0,11552435589953;0,00059381918889874;0,268773399207449;2019;3;"all";"mean_field";47;"topology"
0,30183997755381;0,294056676062057;0,298484148651939;0,00777047598425767;0,664056137491282;0,595000637366472;0,720099084553194;2019;3;"plants-floral visitors";"mean_field";9;"topology"
0,227595677151025;0,218512250847844;0,226882149699482;0,00215244522137495;0,409689638990718;0,340632263251983;0,463715602274719;2019;3;"plants-floral visitors";"mean_field";27;"topology"
0,266125583880454;0,255224537340949;0,267986753324173;0,0008156073378505;0,486327437793323;0,398208003410389;0,544820932979782;2019;3;"plants-floral visitors";"mean_field";28;"topology"
0,282491774670257;0,275967673380996;0,279709987207411;0,0225426612671825;0,850927066580329;0,818715477691264;0,885137613308837;2019;3;"plants-floral visitors";"mean_field";38;"topology"
0,256247790298528;0,2488269088275;0,252615712619308;0,0150126906130669;0,819813833423555;0,776303622556086;0,851026309846141;2019;3;"plants-floral visitors";"mean_field";42;"topology"
0,25375785686736;0,244476002530223;0,255298195265771;0,00312876519783511;0,603736486047624;0,493978781515418;0,677521506407971;2019;3;"plants-floral visitors";"mean_field";11;"topology"
0,305910105281643;0,297516345857937;0,303956296159016;0,0129681456408277;0,691499228921937;0,626860444267022;0,743577429520557;2019;3;"plants-floral visitors";"mean_field";12;"topology"
0,207189027490673;0,196241153052855;0,205124806484898;0,00805229603695114;0,681157000250475;0,534703120606695;0,783004790069117;2019;3;"plants-floral visitors";"mean_field";17;"topology"
0,283039698575415;0,27649211336206;0,279087115069963;0,0125003934334897;0,761543222993211;0,73401483910985;0,784599651721183;2019;3;"plants-floral visitors";"mean_field";22;"topology"
0,275592137980128;0,260757095171857;0,28080058516599;0,00268715619033877;0,515594613345345;0,336383128274473;0,737191731111415;2019;3;"plants-floral visitors";"mean_field";50;"topology"
0,0535849358987807;0,0330175612068951;0,0514381980084099;0,00132319405479165;0,0490593263103584;6,49154743455772e-06;0,335215583884701;2019;3;"plants-herbivores";"mean_field";13;"topology"
0,0577130275990443;0,044404086025038;0,052662894259175;0,00221686794300509;0,103529545337946;0,00849905303525389;0,276369795643853;2019;3;"plants-herbivores";"mean_field";35;"topology"
0,0768139441738426;0,0479303514544236;0,08933097247569;0,00238856204375086;0,0421918686791665;8,46882214145915e-06;0,219305795110483;2019;3;"plants-herbivores";"mean_field";8;"topology"
0,148271275102346;0,113349960070866;0,159906941205027;0,00121525882274078;0,0475274001811055;4,65567230931265e-05;0,370437516122296;2019;4;"all";"mean_field";5;"topology"
0,106097785558002;0,0876578783783263;0,107747877609301;0,00157609035793715;0,082031355150758;0,0026962891975578;0,310485533489462;2019;4;"all";"mean_field";9;"topology"
0,0883164191274499;0,0798701173910228;0,0946842938739578;0,00113518631522768;0,135317790377622;0,0137063926928248;0,360188704161281;2019;4;"all";"mean_field";32;"topology"
0,107604678710032;0,0973908877519452;0,11201210370044;0,00070275886907298;0,148822939567985;0,019300094920832;0,313575805844142;2019;4;"all";"mean_field";40;"topology"
0,139233075120927;0,119248516258468;0,141852367765927;0,00071743129240235;0,116742713988793;0,00447065423263733;0,462114098523502;2019;4;"all";"mean_field";43;"topology"
0,101891015406403;0,0811106544349501;0,106671569532007;0,00145152423305663;0,0658890148244556;1,46212964934945e-05;0,19008277089961;2019;4;"all";"mean_field";3;"topology"
0,141462111867644;0,119124265264859;0,153777095085142;0,00068571869373896;0,0803338509242827;0,00186286679006067;0,264481517958541;2019;4;"all";"mean_field";21;"topology"
0,15890974063;0,147858931427445;0,158654261496439;0,00083478606915304;0,325832216072316;0,180609286020132;0,456469648799644;2019;4;"all";"mean_field";29;"topology"
0,165333568352389;0,149328315309164;0,169115644370811;0,00034908964590407;0,123236044530019;0,00489082860648339;0,286665352565582;2019;4;"all";"mean_field";41;"topology"
0,111040031923963;0,0981990844219078;0,105993606581602;0,0017960897953598;0,295278672396629;0,119571402628424;0,401425033698357;2019;4;"all";"mean_field";49;"topology"
0,157030162384827;0,13940632901064;0,161631033134234;0,00475071950360385;0,19821161909807;0,0223364301005523;0,496402349562805;2019;4;"all";"mean_field";50;"topology"
0,224505167326635;0,216314183730861;0,221737570556667;0,00203436290873144;0,836660741015694;0,793872592692211;0,87790200742689;2019;4;"plants-floral visitors";"mean_field";1;"topology"
0,329965143121017;0,324047191543173;0,325310688101031;0,0234982560742734;0,86476710518395;0,857120278673004;0,871101095698643;2019;4;"plants-floral visitors";"mean_field";2;"topology"
0,339843190530039;0,335132079557162;0,335540311214575;0,053036534881703;0,92065130538938;0,918598033262708;0,922695174685601;2019;4;"plants-floral visitors";"mean_field";4;"topology"
0,308440908476365;0,300267070839556;0,307089538129211;0,0005367188787948;0,766894273626838;0,695039396458818;0,816586952443458;2019;4;"plants-floral visitors";"mean_field";6;"topology"
0,228365858116814;0,219382145199766;0,228494929031204;0,00389272704654933;0,690754061868041;0,607697504791422;0,759536214195037;2019;4;"plants-floral visitors";"mean_field";7;"topology"
0,27193688143438;0,265709787977543;0,271820765182471;0,0004505223400534;0,733701686094935;0,696342383532894;0,769584361772787;2019;4;"plants-floral visitors";"mean_field";10;"topology"
0,411734286462916;0,406642234825644;0,406951542992169;0,0471346801434564;0,833986144633317;0,832562158783305;0,8352487649481;2019;4;"plants-floral visitors";"mean_field";13;"topology"
0,281124426983832;0,274613676853595;0,278113751164105;0,00992041678458624;0,811709232590066;0,786356700555952;0,839619759392675;2019;4;"plants-floral visitors";"mean_field";14;"topology"
0,431064321920122;0,427251900821297;0,427409311478739;0,0897146213073901;0,90676631920649;0,906176501099208;0,907294797337041;2019;4;"plants-floral visitors";"mean_field";15;"topology"
0,2951361627464;0,287735373023803;0,293162648740958;0,00692668749726199;0,690775631250346;0,633145573697683;0,747018210705312;2019;4;"plants-floral visitors";"mean_field";16;"topology"
0,31059760070368;0,305545397797057;0,306864430313687;0,0112712593028007;0,739381831631746;0,7251242666118;0,755948113641178;2019;4;"plants-floral visitors";"mean_field";17;"topology"
0,355632826856807;0,350547843571306;0,351022448389228;0,0272441045575361;0,862002203028892;0,859363421637492;0,865097729241928;2019;4;"plants-floral visitors";"mean_field";19;"topology"
0,340622264382686;0,334688412713788;0,336907442186338;0,0085872482815542;0,665891089177707;0,644513617730599;0,686161260463177;2019;4;"plants-floral visitors";"mean_field";23;"topology"
0,370857599040296;0,365656087886136;0,366302579642956;0,0335004882114373;0,871670762407195;0,868478720193145;0,874856775005484;2019;4;"plants-floral visitors";"mean_field";24;"topology"
0,36407779858614;0,358251345833447;0,35891925351872;0,0211357681751696;0,840504894625713;0,836201252075883;0,84369659017202;2019;4;"plants-floral visitors";"mean_field";26;"topology"
0,371839696993685;0,366954547357693;0,367913078110352;0,0231567629404256;0,832431916015434;0,826748775102963;0,837349854675514;2019;4;"plants-floral visitors";"mean_field";27;"topology"
0,344339512300205;0,339519044487541;0,340360470003391;0,0104452129754153;0,730452210900033;0,723095205698436;0,738304603463181;2019;4;"plants-floral visitors";"mean_field";29;"topology"
0,223846412626196;0,214207528853581;0,224204623576185;0,00102157174848027;0,294818849569795;0,182394501794868;0,404387935569762;2019;4;"plants-floral visitors";"mean_field";32;"topology"
0,298527444627001;0,292318061292577;0,294449152651011;0,00839861301478168;0,752626633802815;0,723044617931226;0,777042456322741;2019;4;"plants-floral visitors";"mean_field";33;"topology"
0,397269696176188;0,39318099225327;0,393595433880128;0,0576004136995301;0,876859540683344;0,873965465896063;0,878952127681841;2019;4;"plants-floral visitors";"mean_field";34;"topology"
0,321553732570823;0,31527703102515;0,317616022943507;0,00879683866769063;0,721802044836286;0,697841752263882;0,742005848664441;2019;4;"plants-floral visitors";"mean_field";35;"topology"
0,294479835330412;0,287775489850592;0,289099880438717;0,0260405678998292;0,887404003868666;0,878989073065871;0,895055085985325;2019;4;"plants-floral visitors";"mean_field";37;"topology"
0,402962919890109;0,398528929304464;0,399315609497348;0,00420876801300236;0,67444208116001;0,66774963213717;0,680797266517466;2019;4;"plants-floral visitors";"mean_field";39;"topology"
0,311368418888543;0,305766369051871;0,307172154824885;0,0152613879871953;0,908130142181831;0,897777377153799;0,916031649489772;2019;4;"plants-floral visitors";"mean_field";42;"topology"
0,341806827189887;0,336510464532215;0,33762017398992;0,0131244212804809;0,761599447559943;0,750132727267879;0,769562358338872;2019;4;"plants-floral visitors";"mean_field";43;"topology"
0,282720287932672;0,275773457185027;0,279646361384885;0,0027926746115617;0,760825698859404;0,722802208299601;0,793813533599162;2019;4;"plants-floral visitors";"mean_field";44;"topology"
0,2546822688487;0,247452972549493;0,251159740662894;0,0175452362028113;0,816724150467813;0,793729250784068;0,833243276173192;2019;4;"plants-floral visitors";"mean_field";45;"topology"
0,304273392454169;0,297929477671754;0,300145022471716;0,0109093099296769;0,741898253518378;0,724658421765597;0,758002729010131;2019;4;"plants-floral visitors";"mean_field";47;"topology"
0,272354048676139;0,264025632648675;0,268846140471091;0,0100702759472909;0,843449206864736;0,774956783778884;0,899547954955946;2019;4;"plants-floral visitors";"mean_field";3;"topology"
0,251111346907468;0,243297317015611;0,247461743795533;0,00952576889102162;0,85708314638654;0,822148145790734;0,889981997919385;2019;4;"plants-floral visitors";"mean_field";5;"topology"
0,333999882625626;0,328075095945217;0,32928210371423;0,0352721874325022;0,894858035947145;0,889184060309056;0,900175511740696;2019;4;"plants-floral visitors";"mean_field";6;"topology"
0,301004590907733;0,294532772246098;0,295797708926645;0,0268215123612732;0,864151279254273;0,851490101942806;0,875708063341383;2019;4;"plants-floral visitors";"mean_field";9;"topology"
0,331205179233236;0,326072113975548;0,327365306201279;0,0164526226506327;0,841846627601957;0,831030315981429;0,852712959704865;2019;4;"plants-floral visitors";"mean_field";10;"topology"
0,171621600527706;0,1621579708078;0,1731528791833;0,00075142151310452;0,281717192839471;0,155091082934592;0,378490487898094;2019;4;"plants-floral visitors";"mean_field";13;"topology"
0,397843613536885;0,394097191399194;0,395094358734081;0,0124741078666684;0,706880882507166;0,700081902557439;0,714710182091924;2019;4;"plants-floral visitors";"mean_field";16;"topology"
0,245626717772151;0,236985853937457;0,242737257510364;0,00913442826640263;0,815398625786747;0,771982815802599;0,853908649676534;2019;4;"plants-floral visitors";"mean_field";18;"topology"
0,249192724498066;0,239485658022231;0,245122877834486;0,00168955807372421;0,610813322982273;0,530537250681746;0,664552817370324;2019;4;"plants-floral visitors";"mean_field";19;"topology"
0,365295660257521;0,36070844737758;0,361368506996211;0,0327828058683589;0,877334085504268;0,874021376313332;0,881080477878886;2019;4;"plants-floral visitors";"mean_field";22;"topology"
0,32168184038674;0,315482779236306;0,316531094463816;0,0211557421333779;0,880654420978701;0,873805350400294;0,887094937153116;2019;4;"plants-floral visitors";"mean_field";24;"topology"
0,302913581308037;0,296128099549201;0,298385883678931;0,00470922304718776;0,758963166931622;0,740068144358747;0,776496111116343;2019;4;"plants-floral visitors";"mean_field";27;"topology"
0,314494758951296;0,307064337628179;0,309772361060735;0,0170683889959774;0,770431355902456;0,747403689895557;0,788397560006516;2019;4;"plants-floral visitors";"mean_field";29;"topology"
0,313705547584524;0,307589459467465;0,309790805171771;0,00147958481198313;0,556289308305201;0,532565377310165;0,577295618058782;2019;4;"plants-floral visitors";"mean_field";30;"topology"
0,307669789153379;0,299445652660646;0,30693748245743;0,00161613957465911;0,714688882007854;0,625354617829229;0,786653761152917;2019;4;"plants-floral visitors";"mean_field";31;"topology"
0,398839332986713;0,394957220012692;0,395315389934291;0,0427740974302899;0,881803580984297;0,88038065726596;0,883322147714469;2019;4;"plants-floral visitors";"mean_field";32;"topology"
0,348284112719197;0,342998451067372;0,343439614361001;0,0381978312725421;0,907333552920698;0,904796284845544;0,909744603105224;2019;4;"plants-floral visitors";"mean_field";33;"topology"
0,375347185815192;0,371231950713174;0,371573751060127;0,0364056662235645;0,855392011209141;0,852872807458726;0,857505433485134;2019;4;"plants-floral visitors";"mean_field";35;"topology"
0,333704112443356;0,327882302746441;0,328682389018439;0,0287286719676288;0,857822796950553;0,852477222087728;0,863797808057591;2019;4;"plants-floral visitors";"mean_field";37;"topology"
0,28664190345791;0,274756956078954;0,285096196950144;0,00158143318055234;0,555193176925735;0,489232028950338;0,61247339264277;2019;4;"plants-floral visitors";"mean_field";38;"topology"
0,297690204519436;0,291082191804114;0,293271465080555;0,0107211029198637;0,792605015913474;0,765538321057663;0,813821168096265;2019;4;"plants-floral visitors";"mean_field";41;"topology"
0,301502553187774;0,295605473735946;0,29660710877583;0,0141049175392962;0,837912227733966;0,827567017800373;0,847013333804885;2019;4;"plants-floral visitors";"mean_field";42;"topology"
0,339850316403775;0,334997595609058;0,336040351320996;0,022286592090228;0,808528973170999;0,799461833605351;0,815542303123285;2019;4;"plants-floral visitors";"mean_field";43;"topology"
0,403078657834581;0,397655193636712;0,398350393388867;0,0411775995802087;0,859611729048736;0,856280708730277;0,863199037013943;2019;4;"plants-floral visitors";"mean_field";44;"topology"
0,249479618199098;0,243462975997825;0,246489475999685;0,00668825337432773;0,756468562090047;0,725353740470648;0,78186173374725;2019;4;"plants-floral visitors";"mean_field";50;"topology"
0,0470896889990002;0,0265352569741207;0,0574487335944087;0,0021870870434068;0,0504574829033924;5,57209644196889e-08;0,35310039732459;2019;4;"plants-herbivores";"mean_field";3;"topology"
0,0644118832485938;0,0481198119022579;0,060867759359832;0,00485034686349263;0,143215385179165;0,0112567557129881;0,388779061646816;2019;4;"plants-herbivores";"mean_field";7;"topology"
0,0486363933795453;0,0371015499767508;0,0489009557506579;0,00223114310793742;0,115458885129879;0,00423164169232472;0,342880521172318;2019;4;"plants-herbivores";"mean_field";9;"topology"
0,0536543282820927;0,0378194657318899;0,0527924390343238;0,00176951253565883;0,0542494642374525;0,00129353842620013;0,280932510968454;2019;4;"plants-herbivores";"mean_field";16;"topology"
0,0326809933328654;0,0227874464831729;0,0300562503277572;0,00322411426747884;0,0861540692699197;0,00432073848780213;0,304113947921989;2019;4;"plants-herbivores";"mean_field";19;"topology"
0,10287440386095;0,073707738409222;0,114370770086917;0,00428542335749668;0,0754761708170212;8,81440662660178e-05;0,2636585720221;2019;4;"plants-herbivores";"mean_field";26;"topology"
0,0506254905061441;0,0418732213273198;0,0536980926165541;0,00313058081616365;0,172576098687049;0,00629740477579272;0,552480249818027;2019;4;"plants-herbivores";"mean_field";42;"topology"
0,077054334910533;0,0672994436187459;0,0760959065956931;0,00413709245716238;0,240377303961476;0,102976429847946;0,341985264927078;2019;4;"plants-herbivores";"mean_field";43;"topology"
0,0430952442582624;0,0331227924703409;0,048146204962272;0,00362700409839443;0,0817448558175111;8,27738229954434e-06;0,328727474562881;2019;4;"plants-herbivores";"mean_field";50;"topology"
0,0844423827214316;0,0665684881921679;0,0853994817844811;0,00167759386677495;0,125809554287635;0,0096379741335316;0,350856795469967;2019;4;"plants-herbivores";"mean_field";9;"topology"
0,0399200635033022;0,0267220086754972;0,0358807486386014;0,00152712855176326;0,122831747424458;0,00061368304658539;0,273944312608502;2019;4;"plants-herbivores";"mean_field";31;"topology"
0,0596501203889313;0,0387088259632067;0,057145255677493;0,00187525210069606;0,0786830312121017;0,00678800603075576;0,341490641993891;2019;4;"plants-herbivores";"mean_field";35;"topology"
0,0544851891825955;0,0249457045083342;0,0577312567709634;0,00109002081776804;0,0223645449759152;1,93689880682093e-08;0,202582176225017;2019;4;"plants-herbivores";"mean_field";41;"topology"
0,0645049105728615;0,0413998675502124;0,0664384348485462;0,00195933611281794;0,105207641700243;5,55086930517765e-05;0,47677250758076;2019;4;"plants-herbivores";"mean_field";42;"topology"
0,0747435022306792;0,0595096379025994;0,0740907225850716;0,0030405307347406;0,121280122496941;0,00974722474116745;0,336877697802228;2019;4;"plants-herbivores";"mean_field";44;"topology"
0,0758721112347065;0,0606666458196269;0,070066843356212;0,00422368885323651;0,229279405188902;0,0446578352091632;0,393077506644033;2019;4;"plants-herbivores";"mean_field";47;"topology"
0,0572337659601208;0,0509596862876921;0,0568281203486914;0,00503593741330094;0,317267504597336;0,122585332524174;0,468169643846077;2019;4;"plants-herbivores";"mean_field";49;"topology"
0,0658328249446652;0,0516918134991802;0,0677192120409845;0,00112912085568909;0,115666506093117;0,00021138095049329;0,365481615887565;2019;5;"all";"mean_field";11;"topology"
0,0724420935511333;0,0507879716409575;0,0760848561878139;0,00054224676671496;0,0957111666066163;2,83419866685059e-06;0,232095765049909;2019;5;"all";"mean_field";14;"topology"
0,102279092264479;0,0805690525510074;0,110361524343314;0,00308293438587163;0,102947304013124;0,0001124622148835;0,446256324969778;2019;5;"all";"mean_field";21;"topology"
0,0987435517113609;0,0826114180238466;0,101000517312662;0,00047220200034456;0,103307862315224;0,00530210802081285;0,316555925793645;2019;5;"all";"mean_field";36;"topology"
0,128319322580704;0,104526766383934;0,129352686118081;0,00120544130520674;0,085550213034468;0,00128797065234832;0,301045750582869;2019;5;"all";"mean_field";43;"topology"
